codebert-small,codebert-base,codegen-small,codegen-base,codet5-small,codet5-base,codet5-large,polycoder-small,polycoder-base,polycoder-large
0.5610576517385341,0.5436483034272261,0.5796689466786024,0.576297856693295,0.5725596713710669,0.5738717150554412,0.5662774140478233,0.5843009375410146,0.5847924831989031,0.5840366506239534
0.5702930451117249,0.5642159595185298,0.5750935514453326,0.5530709913388473,0.5792013467923209,0.5745554741071138,0.5593489913529021,0.58344318934239,0.5833564150792321,0.5794673250585887
0.5492320327883864,0.5644314845623073,0.5753125028880589,0.5805886920758171,0.5807137693407797,0.5737251801234996,0.554779958015922,0.5926709768028395,0.5863860587310594,0.5897064759094219
0.5714884391007984,0.5659103541069576,0.5889767459734511,0.5986508714728241,0.5839380336535329,0.574536805716454,0.574565505622724,0.5911135830527867,0.5891461006765681,0.5810536297157833
0.5538659786470321,0.5358356183206819,0.5763049842055662,0.5767406381987272,0.5754974478361929,0.5699260147556405,0.5474270479298878,0.5825580986841891,0.5771772512970876,0.5635307297074199
0.5508170547744828,0.5290072310264756,0.5701513651286297,0.5434427175499651,0.5784529031326113,0.5621992789386213,0.5552314450963863,0.5802662772836029,0.5845871108360255,0.5701724586871515
0.560404407195982,0.5584443750795359,0.5732400090366168,0.5618183534887509,0.5809728310305999,0.5834495313393997,0.549387332418884,0.5971108905825908,0.6006266056226871,0.5934802338768344
0.5632627148083722,0.5490546246043515,0.5702718802320261,0.5844478246100562,0.5787830667530726,0.5712990389242989,0.5671820231094609,0.5841882273447588,0.5828749185383331,0.578222208220157
0.565645374412038,0.558380422584668,0.5775264521228727,0.5479317889504098,0.5783239039808951,0.575405160465563,0.5691221817691716,0.5822468902896424,0.5846096315871636,0.5763646453192035
0.5613591160448164,0.5520506969788637,0.5777551733227568,0.5964419401024055,0.5686572415344635,0.5729533589170569,0.5596346415889376,0.5856695335128288,0.5921733936148974,0.5921471116552534
0.5545544642383932,0.550039236754344,0.5758258061662952,0.5728612458651648,0.5775455621567614,0.5693321941484014,0.5608292717469117,0.5803843795220479,0.5875754956999271,0.5711064964322639
0.568024817340506,0.5263384155520128,0.5738977415531118,0.5910311893592443,0.5722448596083719,0.5752998793264098,0.5565208859545081,0.5875183979552326,0.5910934091479111,0.5792581566915611
0.5662270070549716,0.5553477073942308,0.5796466111790552,0.5905295763087994,0.5784848931651346,0.566505848947068,0.5562047708391554,0.5952887986237495,0.5919470686883752,0.596632387311762
0.5687505228843214,0.5504873029007167,0.5753195340890261,0.5641624902877981,0.5793195880430797,0.5698344093846398,0.5640570749813233,0.58921143052042,0.5856544059352866,0.5794694758584074
0.5618527405956465,0.5477123234413257,0.5769291282552904,0.5580154642856994,0.5799878775089612,0.5757225946010798,0.566133347063465,0.5820325464255932,0.583768505739683,0.576229622980623
0.5686099961376428,0.5328835908099795,0.578919928407483,0.5594926029781817,0.5675863189488507,0.5784332775268103,0.5608165852565823,0.5894125741620594,0.5942219822538277,0.5847972901178733
0.5630142665323692,0.548620246309755,0.5761829527657893,0.5520933851583718,0.5855801213573114,0.5763913174542288,0.5683312681309629,0.5948730353421806,0.6048698127733421,0.5965771182939106
0.5639797390700061,0.5532186687439886,0.5857495805769244,0.5898671338001126,0.5749482843159508,0.574717871710692,0.5612745934798298,0.5953764798397676,0.6007179127243691,0.5898763805088514
0.5525304514156797,0.5407676723629761,0.5811195698653471,0.5669093870657107,0.5760838094441157,0.5832357651257587,0.5603408011659865,0.583632704781234,0.58318198087467,0.5809140243380868
0.5797122778645667,0.5521766404863093,0.5817006257169023,0.582749688834235,0.5878595749545271,0.5879657364004559,0.5685666615978661,0.5874409997270427,0.5981409069420351,0.5950310270973748
0.5679640326627944,0.546693880425573,0.5774555210567418,0.5595188456099914,0.5739481572205379,0.5731794734572123,0.5564394080525499,0.5845789925934413,0.5886105398542839,0.5863554058049635
0.5570441763248857,0.5573734945537336,0.565328820052415,0.5621487237374609,0.578521807409855,0.5730071969112113,0.5582982638096875,0.5755033336763817,0.583695232947856,0.5819480919840034
0.5630084579627551,0.5522258340727303,0.5717343287468559,0.5680952116985001,0.5739291506937882,0.5690036991671505,0.5592439146793587,0.5885691925316132,0.5890256049454698,0.5826961499708635
0.5662484757048031,0.5755733960350841,0.5660140760056594,0.5678312777118314,0.5749798875267483,0.5818245146934653,0.5609638554588515,0.5932045915029299,0.5906627964219289,0.5885363153985864
0.5528090542570301,0.544241034598907,0.5654138208811887,0.547278536138069,0.561620441443837,0.5648197634241765,0.556979365555766,0.5796115127069243,0.5764738544710857,0.5794985286376282
0.5645673745808386,0.5579652069587866,0.5844583062384299,0.5411754359082646,0.5775773747660055,0.5785386245360735,0.5565298756699483,0.588482186923722,0.5932255399201825,0.5873604979434294
0.5703210403095835,0.558365466449448,0.5648355066584199,0.5567505707317992,0.5887918739416734,0.5824529077015606,0.5517401008234384,0.5994195588444646,0.5890784670879644,0.5914736500600382
0.5590989071008095,0.5452390929184026,0.5723921729394339,0.5743723660913839,0.5692011290223192,0.5733074851620482,0.5532593875917281,0.5844334348541635,0.5865987141555863,0.5878829249297309
0.5764458902823091,0.5785401777744037,0.591063301887772,0.5792367374984781,0.5862482374640129,0.5841721207033349,0.5711656989510783,0.5863285756233784,0.5959433741687521,0.5985950740027977
0.561220011432065,0.5577094746932734,0.5836584468136328,0.5693277176687547,0.5746996862215851,0.5639825252936821,0.5616286145535914,0.5830894631001337,0.5873378004948243,0.5818530796214983
0.5600856543314967,0.5483286923282995,0.5740291946874858,0.568374493571728,0.5786489104281961,0.5758452572587127,0.5618583071364903,0.5933029906121773,0.5871838295780496,0.587147522322157
0.5696526178486316,0.5499110453740432,0.5779063372577837,0.5953789437411591,0.5748027643362421,0.5718148018879702,0.5693721209606895,0.5824368447461906,0.5881626875655135,0.5745204303752256
0.5548828663840027,0.5576578636963785,0.5702727097878195,0.5873303717833016,0.5805972350195497,0.5694840976660385,0.5670154729678283,0.5886877743905798,0.5841732753553612,0.5835227150195568
0.566418876174262,0.5364794400036733,0.576698436154044,0.5867502097889454,0.5854766819523886,0.5715917709367426,0.557770384943402,0.5838030612479652,0.5886863209567789,0.5780317157841711
