codebert-small,codebert-base,codegen-small,codegen-base,codet5-small,codet5-base,codet5-large,polycoder-small,polycoder-base,polycoder-large
0.1736146076437048,0.14337193319167746,0.1945553260703916,0.2040405893124331,0.19823377076340934,0.19628637237812036,0.17598401195938107,0.20733053184183423,0.21666630472536363,0.22047923697205038
0.1769920619474237,0.15019945782642824,0.19692771841633958,0.1872942219418046,0.19576948453651166,0.18464125566196207,0.1647047824833141,0.21098825401593557,0.20497344128856568,0.20968254282620968
0.16195949866252476,0.1505407146137377,0.19650391667668754,0.20401203766274897,0.19717101185986882,0.1875701716486138,0.1596093993427312,0.21608266832433162,0.2133932192858663,0.22266368556439278
0.1865983779907116,0.14868500263625084,0.2096099771517416,0.20809654776001638,0.20462597995647813,0.18620053883479282,0.1779031855043393,0.2179507918880604,0.2135219763101958,0.2105785027715689
0.15169902273327643,0.11868042904524707,0.18176075565630204,0.19182891178880868,0.18367708454856493,0.183668398774189,0.16338319757552133,0.20474709688692022,0.20569953860715312,0.20459069343630515
0.15703925637299973,0.12119200669977089,0.19425732348829197,0.17875190513652076,0.18831138267364264,0.17815248777322557,0.16026001818986463,0.20130073852928798,0.20829108930354154,0.20247020626408538
0.1781142056899025,0.14732228989121923,0.20830882622443453,0.20729084667538833,0.1996606716987072,0.19931976801827236,0.1718372312304947,0.22743454952031583,0.23431681524014913,0.23041952832356943
0.16353827248657243,0.13259686796630532,0.1889540625650138,0.19143478843628448,0.19215011199243437,0.18272611511185496,0.1617432547391079,0.20971678098643473,0.20444117260392797,0.20822342208303843
0.17483771768036238,0.14560571609328704,0.19849099740930382,0.1902806247230204,0.20057001495564367,0.20568797638298777,0.1776689135260763,0.2047306652929854,0.21302564208801184,0.21114382305412643
0.1740602406694047,0.144826187072272,0.2048302994230638,0.20057012654398462,0.18637496492672598,0.1924088686150548,0.16457659595060095,0.21384800889859745,0.22314827035424883,0.22958365405734155
0.16848530186849706,0.14251257808311366,0.19208147839391548,0.18483903438696653,0.19243441674893894,0.18447406131765237,0.16685644344009035,0.2076322430119935,0.21745419325807144,0.20198067922992058
0.1732301594008982,0.12245186791601168,0.19334829998901856,0.21053713927604917,0.1892907906083259,0.18643039924361943,0.16401633656146727,0.21398860627508348,0.22215241293337806,0.21900389707273243
0.18054953414768352,0.1484947928714573,0.20831228726025935,0.20181122349899477,0.2016863768614212,0.18701823114432783,0.1656024442946812,0.2274969037897352,0.225995325566126,0.2332553891783879
0.1765745689863108,0.14987717091431563,0.20919926039007505,0.20228920337819042,0.2024977052501443,0.1982093141090429,0.17274484198318976,0.21871721945642714,0.21839924569727528,0.21901982716831708
0.1788596557892558,0.14518994197074875,0.2062378789032627,0.2007544368053212,0.21171600326306425,0.20225836604247718,0.1768482822120546,0.2146039030569053,0.2187654690185898,0.21922415185171645
0.17548994544123978,0.13610963682733968,0.19938936652752057,0.18093903057218638,0.1796429647260037,0.18958823257028315,0.16405200992195804,0.2152990100170697,0.2230560603438819,0.21475639743606428
0.18473200100763648,0.14693131736218207,0.21182023642876047,0.20706756649059888,0.21828610247862054,0.2051891788444433,0.17779766242915926,0.22925541059411225,0.24070700937314166,0.24428674134619793
0.17526536792863764,0.13971138521151952,0.20783905245667147,0.20669667635824185,0.1958762493972104,0.20137442469206646,0.17294011790810052,0.2296257056987987,0.23529956581335415,0.23204245670302467
0.1653829620057241,0.12084784562279483,0.19778050806785047,0.19091913954379774,0.19456180936813952,0.2008174776160806,0.16336287582694073,0.2079223071363437,0.21592649982574982,0.21140999330446814
0.19502638337212175,0.15160462855289877,0.2140846225227282,0.21888739286285563,0.21272512929904966,0.20602623550549462,0.1852263863930556,0.22494205506357529,0.24020631116266436,0.23573053204342362
0.17300295582608916,0.13757031107246948,0.19364735386184728,0.18459592908287623,0.188494464655527,0.18852552501325584,0.16569395331715425,0.20223627012549597,0.21329884226717694,0.2103898759122979
0.15643914855893934,0.14402768095292587,0.1827696715860405,0.19308209119871975,0.18820149710478795,0.18087208818849307,0.157285032713182,0.19075444720637338,0.20647027229723874,0.20855957896049068
0.1760543457943947,0.14367755527789144,0.18482702716214106,0.18622320447048846,0.186570787916462,0.19197544840193223,0.1775818865364627,0.2058384068791153,0.21444992632669405,0.21218580617910648
0.17599640481060402,0.1548081886998965,0.1889249784280645,0.19729119807799123,0.19487062335561214,0.20258185371074441,0.17184926103780193,0.2162335413965494,0.21590392025989896,0.21758549386112552
0.16364236009282918,0.12169142584818982,0.18183996120742124,0.18115914979968525,0.1754110964324399,0.18130657165020936,0.15419964951485016,0.20281943117963674,0.2033404077556738,0.21162560972035588
0.179867801750191,0.1593098963496276,0.2031721990099599,0.18767144009070308,0.20211423392353098,0.2054249540113678,0.17493130564243942,0.2251902328794762,0.22921373434262654,0.2278469901522727
0.18692179787695734,0.14285656245707332,0.19719098927645545,0.19910745911100314,0.2067588519909568,0.20522712513077213,0.16686951798138783,0.22319414833942625,0.22254122784621205,0.236184756968517
0.1669839798765556,0.13698821408956732,0.1977589091391871,0.19896492481694847,0.18675394826700686,0.19369310949275886,0.16302060929306578,0.21550566172528557,0.21706546622897832,0.23314554548000066
0.18649649999552437,0.1594140835096671,0.20541082200124122,0.20202153416386112,0.2048859651871939,0.20169792230625774,0.17440012406259128,0.21186030347599819,0.2214307536628095,0.23241273740107188
0.15825992536986982,0.14440000628043018,0.19579921876828835,0.1832163380256594,0.1841737583533953,0.17571563963419354,0.1693215036796452,0.20690578774351126,0.20805858320221784,0.2116349041664362
0.1615364261435633,0.13422589004952218,0.19512307221908762,0.19132715472241843,0.18991667149233693,0.18835933535481617,0.16438413478150607,0.2167704357160754,0.21804113699093303,0.2201432682144841
