MMD,L2_loss,L2_loss_norm,L2s_loss,L2s_loss_norm,Dot_loss,Dot_loss_norm
0.00024379928777307214,62.54031753540039,0.7030531167984009,4000.866455078125,0.50470370054245,-5807.83154296875,-0.7476481199264526
0.00024435346813334036,62.66257858276367,0.7036290764808655,4017.060302734375,0.5057144165039062,-5818.77490234375,-0.7471427321434021
0.00024436113108095014,62.58744430541992,0.7034330368041992,4007.658203125,0.50532466173172,-5807.34521484375,-0.7473375797271729
0.0002438260812596127,62.5869140625,0.7028752565383911,4007.503173828125,0.5045477151870728,-5819.20458984375,-0.7477262020111084
0.0002442778766180709,62.54927062988281,0.702580988407135,4002.343994140625,0.5040139555931091,-5818.20556640625,-0.7479930520057678
0.00024436219018753036,62.602359771728516,0.7037867903709412,4009.23486328125,0.505930483341217,-5804.66357421875,-0.7470347881317139
0.00024390433941334777,62.62528610229492,0.7025446891784668,4012.46728515625,0.5041432976722717,-5833.8330078125,-0.7479283809661865
0.00024405324916187965,62.55803680419922,0.7025517821311951,4002.7822265625,0.5039852857589722,-5821.80859375,-0.7480073571205139
0.0002439043660160678,62.63142776489258,0.7032270431518555,4013.12451171875,0.5051164627075195,-5820.53759765625,-0.7474417686462402
0.0002445436573452753,62.64396286010742,0.7038154006004333,4014.535400390625,0.505911648273468,-5810.2109375,-0.7470442056655884
0.00024427919993286196,62.60679626464844,0.7022048830986023,4009.5478515625,0.5034567713737488,-5836.08837890625,-0.7482715845108032
0.00024379588762712956,62.579612731933594,0.7028234601020813,4006.2861328125,0.5044838190078735,-5819.87841796875,-0.7477580904960632
0.00024386913264606846,62.614925384521484,0.7033774852752686,4011.379150390625,0.5053288340568542,-5813.3046875,-0.7473355531692505
0.00024364481328120746,62.66778564453125,0.7035204172134399,4017.50390625,0.5053766369819641,-5819.8056640625,-0.7473117113113403
0.00024393119360865967,62.62864303588867,0.703109622001648,4012.13330078125,0.5047602653503418,-5821.48583984375,-0.7476198077201843
0.00024353219760087086,62.592857360839844,0.7036378979682922,4007.412841796875,0.5055415630340576,-5805.1689453125,-0.7472292184829712
0.0002442963900648465,62.582271575927734,0.7023657560348511,4007.167236328125,0.5038601160049438,-5829.12255859375,-0.7480699419975281
0.00024354290962946834,62.580360412597656,0.7031580209732056,4006.74560546875,0.5050076246261597,-5812.98779296875,-0.7474962472915649
0.00024395319815084804,62.638858795166016,0.7035815119743347,4014.696044921875,0.5056161284446716,-5813.47705078125,-0.7471919655799866
0.0002444084568651306,62.651939392089844,0.7032840847969055,4014.973388671875,0.505051851272583,-5822.75537109375,-0.7474741339683533
0.00024438064906462387,62.62101364135742,0.7025849223136902,4011.586669921875,0.5041081309318542,-5831.67578125,-0.7479459643363953
0.0002443128043978504,62.539100646972656,0.702507734298706,4001.30078125,0.50395667552948,-5818.97021484375,-0.7480215430259705
0.00024414890299340186,62.634883880615234,0.7035853266716003,4013.8515625,0.5055795907974243,-5812.1591796875,-0.7472102046012878
