L2_norm,Nuclear_norm,L0_norm,L1_norm,Mean,Median,Std,Var,Skewness,Kurtosis,Entropy,Range
9303.612,109839.34,16783360,108773.266,0.01256034,0.045579948,2.270939,5.1571646,-0.017431656716366418,0.06380026420592477,-inf,21.905945
9304.069,109773.88,16783360,108875.234,0.012685851,0.04612618,2.2710512,5.1576734,-0.017314769773495515,0.06525793654286183,-inf,22.237751
9305.704,109764.69,16783360,108683.81,0.012693008,0.046336837,2.2714474,5.159473,-0.018229522852810483,0.06468717428565096,-inf,21.905945
9306.446,109849.234,16783360,108707.13,0.012726964,0.046501946,2.2716293,5.1603003,-0.01775497165361348,0.0648890094448058,-inf,21.905945
9304.654,109727.984,16783360,108626.805,0.012945583,0.046294577,2.271192,5.1583138,-0.017792391462494613,0.06378866948441075,-inf,22.237751
9305.797,109878.76,16783360,108726.77,0.012772973,0.04607267,2.2714725,5.159587,-0.01748434776749592,0.06478134935456081,-inf,22.237751
9305.881,109826.8,16783360,108741.266,0.012865697,0.046105586,2.2714903,5.1596684,-0.017519247143760696,0.06406375041076817,-inf,22.237751
9306.166,109908.81,16783360,108676.8,0.01279368,0.046126418,2.2715616,5.1599917,-0.01789530481350491,0.06507785955503165,-inf,22.237751
9303.386,109895.14,16783360,108613.19,0.012634931,0.045978725,2.2708833,5.1569114,-0.01761896515886723,0.06451941336203948,-inf,21.973648
9303.0205,109911.15,16783360,108669.81,0.012660008,0.045796175,2.2707944,5.156507,-0.017659165704765604,0.06376653288540757,-inf,21.641842
9307.82,109902.4,16783360,108692.76,0.012893214,0.046279006,2.271964,5.161821,-0.018363615940920744,0.06492466431722743,-inf,21.998768
9307.696,109908.22,16783360,108601.195,0.012445265,0.045581833,2.271936,5.1616926,-0.01756244224357756,0.0652742933734527,-inf,21.973648
9304.5205,109791.1,16783360,108808.31,0.01259358,0.045642417,2.27116,5.158167,-0.017529361628417166,0.06427684085652396,-inf,22.237751
9308.934,109788.336,16783360,108868.94,0.012876398,0.04614891,2.2722352,5.163053,-0.017864946631122782,0.06530741710186616,-inf,21.666964
9304.75,109895.21,16783360,108659.836,0.012627249,0.04593119,2.2712157,5.1584206,-0.017767625306799522,0.06578093232462212,-inf,22.237751
9299.452,109900.734,16783360,108425.3,0.012500357,0.04530257,2.2699232,5.152551,-0.017896458871732027,0.0634451318154774,-inf,21.94836
9306.194,109855.164,16783360,108760.96,0.012828447,0.04633932,2.2715685,5.1600237,-0.018145349165315777,0.06605368689688262,-inf,22.237751
9302.903,109852.97,16783360,108633.336,0.012592982,0.04577767,2.2707658,5.1563773,-0.01786880458177838,0.06416255803320459,-inf,21.905945
9304.428,109695.56,16783360,108758.57,0.012695143,0.045979366,2.2711372,5.158065,-0.01742587650528751,0.06467681398258485,-inf,22.237751
9310.09,109897.625,16783360,108897.67,0.012960546,0.04618054,2.2725177,5.164336,-0.01764059066240787,0.06444744195596819,-inf,21.855824
9304.154,109795.4,16783360,108693.79,0.012910043,0.046508074,2.2710693,5.1577554,-0.017655288003667585,0.06395764301637374,-inf,21.905945
9306.087,109961.11,16783360,108576.08,0.012682168,0.045957893,2.271542,5.159903,-0.018013858027184984,0.06457745362030742,-inf,21.998768
9308.604,109839.86,16783360,108636.59,0.012869422,0.046316184,2.272156,5.162693,-0.017619446071225963,0.06397510805040607,-inf,22.237751
