MMD,L2_loss,L2_loss_norm,L2s_loss,L2s_loss_norm,Dot_loss,Dot_loss_norm
0.00024447266059723916,51.684513092041016,0.7104114890098572,2713.386962890625,0.513861358165741,-3925.633056640625,-0.7430693507194519
0.0002440942980683758,51.81301498413086,0.711916983127594,2727.336181640625,0.5161867737770081,-3923.30712890625,-0.7419065833091736
0.00024406183911196422,51.729679107666016,0.7114709615707397,2718.03125,0.51542067527771,-3917.155517578125,-0.7422897219657898
0.00024390230100834742,51.73904800415039,0.7110273838043213,2719.38671875,0.5148457288742065,-3924.978515625,-0.7425771951675415
0.0002444301644572988,51.663917541503906,0.7097972631454468,2710.832275390625,0.5128713846206665,-3931.443115234375,-0.7435643076896667
0.00024469191521347966,51.82713317871094,0.7123176455497742,2729.090576171875,0.5168083310127258,-3919.013671875,-0.7415958642959595
0.00024343912173208082,51.756141662597656,0.7112984657287598,2721.490478515625,0.5152600407600403,-3923.0625,-0.742370069026947
0.0002441549313516589,51.707420349121094,0.7107029557228088,2715.938232421875,0.5143206119537354,-3924.672607421875,-0.7428396344184875
0.00024418425346084405,51.66118621826172,0.7101694345474243,2710.705810546875,0.5134885311126709,-3925.9521484375,-0.7432557344436646
0.0002447386241328786,51.80146789550781,0.7122480869293213,2725.867431640625,0.5166019797325134,-3916.0908203125,-0.7416990995407104
0.0002437253642710857,51.667274475097656,0.7099035382270813,2710.626708984375,0.5129294395446777,-3930.882568359375,-0.7435353398323059
0.0002441363103571348,51.695953369140625,0.7105808258056641,2714.4658203125,0.5140915513038635,-3925.0234375,-0.7429542541503906
0.0002436340955682681,51.784523010253906,0.7118566036224365,2724.767822265625,0.5161232352256775,-3918.91357421875,-0.7419384121894836
0.0002431881066513597,51.74148941040039,0.7112574577331543,2719.007080078125,0.5150418281555176,-3921.861328125,-0.742479145526886
0.00024356810172321275,51.72050857543945,0.7108335494995117,2717.14306640625,0.5144860148429871,-3924.922119140625,-0.7427569627761841
0.00024363391639781184,51.74858856201172,0.7113075256347656,2720.021240234375,0.5151318311691284,-3921.8310546875,-0.7424340844154358
0.00024393293551838724,51.80582046508789,0.7118402123451233,2726.69189453125,0.5160437226295471,-3922.87890625,-0.7419781684875488
0.00024344108715013135,51.74781799316406,0.7112088203430176,2720.446044921875,0.5151141881942749,-3923.469482421875,-0.7424428462982178
0.0002432544306429918,51.72742462158203,0.7111313343048096,2717.5771484375,0.514917254447937,-3922.28515625,-0.7425413727760315
0.0002444541005388601,51.658905029296875,0.7102721929550171,2710.107666015625,0.513562023639679,-3923.775634765625,-0.7432189583778381
0.00024402050712524215,51.72518539428711,0.7107976675033569,2717.42822265625,0.5143505930900574,-3925.599365234375,-0.7428246736526489
0.0002431962120681419,51.68901824951172,0.710299015045166,2713.749755859375,0.5136364698410034,-3927.72998046875,-0.7431817650794983
0.0002447464121360099,51.68327713012695,0.7104128003120422,2713.300537109375,0.5138999819755554,-3925.5517578125,-0.7430500388145447
0.00024410715923295356,51.66031265258789,0.7101263999938965,2710.59423828125,0.5133928060531616,-3926.041015625,-0.7433035373687744
0.0002434787165839225,51.69328308105469,0.7102418541908264,2714.517578125,0.5136216282844543,-3929.1005859375,-0.7431892156600952
0.00024289043176395353,51.70261764526367,0.7108244299888611,2715.0869140625,0.514464259147644,-3922.57421875,-0.742767870426178
0.0002444971746626834,51.767669677734375,0.7115101218223572,2722.591064453125,0.5155946016311646,-3922.438720703125,-0.7422026991844177
