L2_norm,Nuclear_norm,L0_norm,L1_norm,Mean,Median,Std,Var,Skewness,Kurtosis,Entropy,Range
1852.2223,29697.703,16783360,40269.938,-0.013473047,-0.014074003,0.45191914,0.20423092,0.1785852170503176,1.7481271001411463,-inf,12.423263
1857.7035,29806.38,16783360,40210.355,-0.013412269,-0.014069147,0.45325926,0.20544395,0.17480753922756978,1.688506853077267,-inf,11.131488
1855.9598,29786.684,16783360,40317.867,-0.013441668,-0.014123902,0.45283306,0.20505778,0.17773080775297154,1.727640200147321,-inf,12.423263
1855.6278,29746.72,16783360,40495.168,-0.013453679,-0.014159985,0.45275143,0.20498386,0.1805116404576613,1.748338803264244,-inf,12.089138
1857.5746,29761.172,16783360,40194.87,-0.013447903,-0.0140432585,0.45322692,0.20541464,0.17431106879489683,1.6980627182546932,-inf,12.423263
1856.6337,29771.18,16783360,40362.11,-0.013447651,-0.0141585115,0.452997,0.20520627,0.17744117056925557,1.7160900409985578,-inf,10.9111
1857.627,29754.86,16783360,40376.54,-0.013442357,-0.014070714,0.45323995,0.20542644,0.1782912061900305,1.722346766186325,-inf,11.131488
1856.1317,29800.283,16783360,40340.06,-0.01344053,-0.014086274,0.45287457,0.20509538,0.17851988226454227,1.7349546438810357,-inf,12.246614
1857.098,29788.334,16783360,40215.082,-0.013450233,-0.014085437,0.45311052,0.20530914,0.17539147098477076,1.696752820566287,-inf,10.9111
1857.9,29798.516,16783360,40239.93,-0.013426147,-0.014157539,0.45330694,0.20548718,0.1775154907672324,1.7287746899307406,-inf,12.246614
1853.6143,29727.215,16783360,40262.22,-0.013481456,-0.0142113585,0.4522588,0.20453802,0.17820965269905367,1.7126015960607859,-inf,10.68825
1855.3478,29778.89,16783360,40291.812,-0.013471759,-0.01416076,0.45268258,0.20492151,0.17704754108009907,1.7246424812145165,-inf,11.131488
1855.6677,29741.611,16783360,40252.08,-0.013453835,-0.014239711,0.45276096,0.2049925,0.17769187488247476,1.724367157345565,-inf,12.089138
1855.3025,29725.559,16783360,40290.176,-0.013467542,-0.014080824,0.45267138,0.20491137,0.1761722145890152,1.7168873961447204,-inf,12.246614
1857.111,29765.363,16783360,40310.395,-0.013446704,-0.014230933,0.4531136,0.20531191,0.17838637087644194,1.7241641698147685,-inf,12.423263
1856.6719,29773.781,16783360,40319.67,-0.013461046,-0.014036743,0.45300585,0.2052143,0.176733484542021,1.7262114873373458,-inf,12.423263
1856.9987,29761.89,16783360,40271.992,-0.013447638,-0.014161577,0.4530863,0.20528717,0.17685903642946993,1.7240923789661853,-inf,12.423263
1855.4908,29760.39,16783360,40271.32,-0.0134786675,-0.014227904,0.4527173,0.20495297,0.17752044093027894,1.7205423913792552,-inf,11.294015
1856.6503,29730.56,16783360,40268.445,-0.013448489,-0.014061296,0.4530012,0.20521007,0.1748591977173204,1.6943699953721945,-inf,12.423263
1856.6672,29785.836,16783360,40223.246,-0.013440562,-0.014206236,0.4530058,0.20521425,0.17761272982265508,1.7181874062402613,-inf,11.131488
1856.6018,29775.246,16783360,40238.336,-0.013431689,-0.014104849,0.45299006,0.2052,0.17633367001198968,1.7201883609976312,-inf,12.124943
1856.4923,29781.297,16783360,40331.957,-0.013439544,-0.014064785,0.4529628,0.20517528,0.17810084119915762,1.7388390398059963,-inf,12.423263
1857.78,29784.143,16783360,40307.086,-0.013437201,-0.014099265,0.45327738,0.20546038,0.1767422122003092,1.7111893778226017,-inf,11.988405
1854.917,29748.293,16783360,40265.53,-0.013478224,-0.01418419,0.45257732,0.20482622,0.17639817472856004,1.7116454191808987,-inf,11.811756
1858.2108,29801.086,16783360,40245.57,-0.013433332,-0.014138086,0.4533827,0.20555589,0.17544574492362558,1.704008366231542,-inf,11.119176
1855.359,29781.52,16783360,40238.58,-0.013448113,-0.014125226,0.4526857,0.20492435,0.17646397101857997,1.710284252691972,-inf,11.988405
1855.2494,29746.043,16783360,40286.945,-0.013467038,-0.014169425,0.4526588,0.20489998,0.17871707002732498,1.7410928510318255,-inf,12.246614
1855.1094,29753.242,16783360,40349.035,-0.013445001,-0.014098901,0.45262522,0.20486958,0.17930374544170147,1.752073654815261,-inf,12.246614
1857.2214,29768.137,16783360,40265.387,-0.013435514,-0.014149985,0.45314106,0.20533682,0.17608799629761965,1.705099263457714,-inf,12.423263
1855.1339,29764.996,16783360,40147.098,-0.0134832775,-0.014130961,0.45262992,0.20487384,0.17547144479465307,1.7148027708172249,-inf,12.246614
1855.5177,29739.227,16783360,40251.586,-0.013462697,-0.014169386,0.45272437,0.20495935,0.17725346199402056,1.7094871487921637,-inf,11.988405
1855.6804,29729.035,16783360,40279.785,-0.013468538,-0.014051536,0.45276397,0.20499523,0.17905140234980219,1.741178343448074,-inf,11.988405
1856.9043,29762.734,16783360,40341.547,-0.013459165,-0.014146731,0.45306286,0.20526597,0.1781210849079056,1.7352298095138083,-inf,12.423263
1856.618,29785.96,16783360,40345.504,-0.0134423645,-0.014176333,0.4529936,0.20520319,0.1778711905173306,1.729685505296473,-inf,11.988405
1857.2397,29767.852,16783360,40155.586,-0.01343901,-0.014072186,0.4531455,0.20534085,0.1755613350746959,1.7125925537209685,-inf,12.246614
1857.7375,29790.621,16783360,40247.37,-0.0134564135,-0.014179912,0.45326647,0.20545049,0.17697125176116435,1.7168598186786532,-inf,11.131488
1855.4482,29759.791,16783360,40309.12,-0.01345891,-0.014160481,0.452707,0.20494361,0.17719752231409175,1.7185227142642479,-inf,11.811756
1856.7817,29800.75,16783360,40241.695,-0.013437719,-0.014095034,0.4530336,0.20523944,0.17704134957526513,1.718198094395646,-inf,11.690084
1856.6317,29750.793,16783360,40231.41,-0.013458618,-0.014097441,0.4529965,0.20520583,0.17658608044634883,1.718469115923428,-inf,11.988405
1855.6512,29743.836,16783360,40359.703,-0.013433422,-0.014026254,0.45275775,0.20498958,0.17843692453311372,1.7387895551249049,-inf,12.423263
1857.7712,29772.555,16783360,40265.957,-0.013419499,-0.014171312,0.45327613,0.20545924,0.1771107061907391,1.7207520403853955,-inf,12.246614
1855.9359,29747.145,16783360,40409.58,-0.013454828,-0.014162557,0.45282677,0.2050521,0.17956308264237725,1.7468194034117488,-inf,11.988405
1854.7828,29762.5,16783360,40275.73,-0.013454717,-0.014147984,0.4525452,0.20479715,0.17809550624794218,1.7272957115275807,-inf,11.988405
1856.13,29764.51,16783360,40336.062,-0.013456258,-0.014087692,0.45287395,0.20509481,0.1769234722935781,1.7227566593614512,-inf,12.423263
1856.2771,29795.79,16783360,40250.098,-0.01344069,-0.014060174,0.4529104,0.20512784,0.1765233075851487,1.7122082597612707,-inf,11.131488
1857.2703,29754.135,16783360,40354.848,-0.013441327,-0.014129672,0.45315245,0.20534715,0.17900157835083907,1.750131586530558,-inf,11.728872
1858.1831,29794.488,16783360,40197.67,-0.013422524,-0.014133332,0.4533763,0.20555007,0.17631137752974443,1.7166447249286163,-inf,12.246614
1854.8029,29774.941,16783360,40262.69,-0.0134836165,-0.014164668,0.45254892,0.20480052,0.17740479197513984,1.7200522617528673,-inf,12.124943
1855.6664,29757.02,16783360,40401.082,-0.013472588,-0.014171991,0.45276022,0.20499182,0.17939739135742835,1.7410255558495367,-inf,12.089138
1856.6564,29769.607,16783360,40312.46,-0.013465866,-0.014138807,0.45300204,0.20521083,0.1776674993710773,1.7185035537346174,-inf,10.95484
1857.3373,29770.793,16783360,40288.586,-0.0134432595,-0.0141120795,0.45316923,0.20536233,0.177300842565963,1.7263787355949312,-inf,12.423263
1858.4186,29752.004,16783360,40341.26,-0.013419742,-0.014172361,0.4534339,0.2056023,0.17740528417226753,1.7222780557216693,-inf,12.124943
1858.1536,29792.787,16783360,40183.637,-0.013419514,-0.014134045,0.45336938,0.2055438,0.17517883784874755,1.6978283877365214,-inf,11.988405
1857.4849,29762.115,16783360,40351.05,-0.013433126,-0.0141010545,0.4532056,0.2053953,0.17884117480342707,1.7419469094042457,-inf,12.423263
1858.2648,29759.215,16783360,40249.883,-0.0134493625,-0.01413395,0.4533959,0.20556785,0.17638628654370803,1.713145533358409,-inf,12.089138
1857.9279,29807.883,16783360,40260.234,-0.013430606,-0.014066638,0.45331392,0.20549351,0.17604202563941493,1.7105514073676762,-inf,11.811756
1856.2986,29737.395,16783360,40349.58,-0.013454783,-0.014125358,0.452915,0.20513201,0.17813046037652122,1.738681271278823,-inf,12.423263
1855.5201,29734.004,16783360,40173.4,-0.0134650115,-0.014084736,0.45272478,0.20495974,0.1759884696760728,1.7103391124614955,-inf,11.690084
1856.2245,29773.812,16783360,40223.617,-0.013446708,-0.014081944,0.4528972,0.20511587,0.1768065638061673,1.7211542020287816,-inf,12.423263
1856.6665,29776.545,16783360,40390.945,-0.013437309,-0.014273794,0.4530056,0.20521408,0.17864812000658345,1.729163600898648,-inf,12.423263
1856.3694,29784.477,16783360,40234.812,-0.013442404,-0.014044359,0.45293286,0.20514818,0.17625772616913057,1.7145560877009451,-inf,12.124943
1854.4734,29768.68,16783360,40247.242,-0.013465368,-0.014104886,0.45246908,0.20472828,0.1776963192494328,1.7302223374443386,-inf,12.423263
1854.3977,29742.746,16783360,40394.72,-0.013479772,-0.014146591,0.45245045,0.2047114,0.17835216088858274,1.7231660123430679,-inf,10.942528
1855.3048,29796.2,16783360,40374.95,-0.01345279,-0.014085604,0.4526727,0.20491256,0.1793447076225767,1.751373454303943,-inf,12.423263
1855.6685,29774.705,16783360,40210.543,-0.013487154,-0.014246328,0.45276013,0.20499174,0.17455842172696445,1.6845124383400352,-inf,10.807497
1857.0089,29774.113,16783360,40250.13,-0.013450048,-0.014154397,0.4530888,0.20528945,0.17749367209240466,1.7247989155953407,-inf,12.423263
1853.9993,29766.227,16783360,40396.23,-0.013505483,-0.01417049,0.45235205,0.20462237,0.18017637435085376,1.7637674645864285,-inf,11.988405
1856.8739,29780.32,16783360,40175.38,-0.013437473,-0.014148591,0.45305634,0.20526004,0.17556857230327866,1.70483013919279,-inf,12.423263
1857.2684,29746.646,16783360,40346.59,-0.013443975,-0.014218481,0.45315266,0.20534733,0.17852384831254814,1.7286586578470837,-inf,12.246614
1855.5437,29763.8,16783360,40126.344,-0.013440915,-0.014027398,0.45273137,0.20496568,0.17541579934957202,1.7040540815360732,-inf,12.423263
1856.2816,29787.666,16783360,40302.266,-0.013467359,-0.0140874125,0.45291036,0.2051278,0.17811002260962924,1.7356818153740958,-inf,10.95484
1855.6128,29751.432,16783360,40417.76,-0.013458055,-0.014094664,0.45274737,0.2049802,0.17879655075669645,1.7354022998767311,-inf,11.131488
1857.0245,29801.29,16783360,40199.043,-0.013444529,-0.014168546,0.4530927,0.205293,0.17766854654430655,1.7262479392913574,-inf,12.423263
1856.037,29765.889,16783360,40367.406,-0.013479855,-0.014234621,0.4528503,0.20507342,0.1784048049910807,1.7349219399191762,-inf,11.131488
1852.4294,29757.83,16783360,40221.12,-0.013496464,-0.0141774975,0.45196903,0.20427601,0.17784999608216026,1.7339823865281367,-inf,12.246614
1856.6888,29760.586,16783360,40479.113,-0.013447837,-0.014132902,0.4530108,0.20521878,0.18032512397045025,1.7474865256471128,-inf,12.124943
1857.3881,29748.965,16783360,40395.07,-0.013419713,-0.014128805,0.4531827,0.20537455,0.17790469209825407,1.7336472966697212,-inf,12.124943
1854.2454,29766.164,16783360,40278.098,-0.013476812,-0.014190322,0.4524133,0.20467778,0.17676038999481053,1.7191047362941987,-inf,11.119176
1858.4442,29790.387,16783360,40301.344,-0.013410333,-0.0141169755,0.45344076,0.20560853,0.17656642232104944,1.7105810240090795,-inf,12.423263
1856.4675,29782.396,16783360,40180.92,-0.013442207,-0.01407408,0.4529568,0.20516986,0.17529855917806425,1.698245338886533,-inf,12.423263
1857.0895,29753.668,16783360,40296.28,-0.013447063,-0.014163477,0.4531086,0.20530741,0.1771956310581846,1.7182727411074445,-inf,12.124943
1856.4104,29805.496,16783360,40362.664,-0.013474326,-0.014143564,0.45294222,0.20515665,0.17875045730462685,1.7378235270204918,-inf,12.423263
1858.6683,29782.047,16783360,40224.234,-0.013413088,-0.014087841,0.45349476,0.2056575,0.17500975600970983,1.6921722268196664,-inf,10.870203
1855.8932,29749.55,16783360,40277.617,-0.013456869,-0.014138173,0.4528162,0.2050425,0.17608357674464853,1.7111592103210373,-inf,12.124943
1856.9883,29769.25,16783360,40365.99,-0.013434523,-0.014098773,0.45308405,0.20528515,0.17857723964756977,1.7328388068857778,-inf,11.811756
1858.9401,29801.773,16783360,40273.86,-0.013403589,-0.014149759,0.45356184,0.20571835,0.1778681349055993,1.721910744730243,-inf,12.246614
1856.8025,29772.295,16783360,40349.605,-0.013434642,-0.01415749,0.4530389,0.20524424,0.17830477673395015,1.7359946371893509,-inf,11.988405
1855.239,29756.602,16783360,40061.383,-0.013463187,-0.014170792,0.45265612,0.20489755,0.174793430953895,1.696892560484092,-inf,12.246614
1856.9722,29792.863,16783360,40276.375,-0.013440165,-0.014077769,0.45307994,0.20528142,0.1766594560028269,1.717837309139707,-inf,12.246614
1854.8761,29740.832,16783360,40333.86,-0.013460623,-0.01408455,0.45256773,0.20481753,0.17800396299162505,1.729132521665262,-inf,11.988405
1856.0146,29747.465,16783360,40290.957,-0.013448534,-0.014099657,0.45284587,0.2050694,0.17758093242197717,1.7190912757986583,-inf,10.95484
1854.6057,29764.633,16783360,40277.48,-0.013489871,-0.014263935,0.45250076,0.20475695,0.17731040486202532,1.7112362195662305,-inf,12.423263
1856.5361,29755.234,16783360,40211.06,-0.013456474,-0.014194329,0.4529731,0.20518464,0.1764364028776648,1.7062424425935827,-inf,12.246614
1855.8729,29791.254,16783360,40325.66,-0.013448259,-0.01413486,0.452811,0.20503782,0.17804224311062095,1.7247478966303413,-inf,11.690084
1857.6295,29745.094,16783360,40296.8,-0.013442749,-0.014097288,0.45324057,0.205427,0.17733199652548254,1.71367775820758,-inf,11.988405
1854.8859,29742.695,16783360,40182.88,-0.013471655,-0.014104806,0.45256948,0.20481913,0.17659204737893677,1.7130920730585322,-inf,12.246614
1856.4298,29753.223,16783360,40367.793,-0.013460621,-0.014202587,0.45294702,0.205161,0.1785116029918763,1.7382084724407045,-inf,12.246614
1856.9281,29774.014,16783360,40236.277,-0.013437482,-0.014146062,0.45306933,0.20527181,0.17750474854911585,1.720693418073302,-inf,11.811756
1856.7745,29763.568,16783360,40258.61,-0.013449264,-0.014150382,0.4530314,0.20523743,0.17719340107145762,1.7086326241246894,-inf,11.988405
1855.6503,29776.488,16783360,40321.324,-0.013437541,-0.014058424,0.4527575,0.20498936,0.17794095179203304,1.7380700910419042,-inf,12.246614
1856.43,29780.262,16783360,40396.36,-0.013479579,-0.014158454,0.45294634,0.2051604,0.17842650376108365,1.7286787444993914,-inf,12.246614
1857.4492,29778.68,16783360,40218.96,-0.013426894,-0.014140431,0.45319724,0.20538773,0.17627440012352552,1.7091680987437012,-inf,12.246614
1857.4576,29770.322,16783360,40340.027,-0.0134410085,-0.014176166,0.45319885,0.2053892,0.17651681369938538,1.7105755648005259,-inf,11.988405
1856.0096,29785.186,16783360,40395.25,-0.013465776,-0.014126978,0.45284405,0.20506774,0.1787682285961703,1.7405825532304666,-inf,10.95484
1857.6831,29770.64,16783360,40186.816,-0.013463581,-0.0141468,0.45325276,0.20543806,0.17476432718944337,1.6930589359133537,-inf,12.423263
1857.7598,29794.621,16783360,40218.992,-0.013426471,-0.014116276,0.45327297,0.20545638,0.17632975194543712,1.7112443614928825,-inf,12.246614
1857.4999,29784.863,16783360,40424.383,-0.013425859,-0.014095228,0.4532091,0.20539849,0.1785434136298513,1.7393378393519718,-inf,12.423263
1855.2253,29742.035,16783360,40350.355,-0.013469446,-0.014166884,0.45265248,0.20489427,0.17946361968773436,1.7462427836441599,-inf,12.423263
1858.0492,29771.582,16783360,40250.812,-0.013447127,-0.014170088,0.4533427,0.20551962,0.17531287768222192,1.7036600349013975,-inf,12.246614
